train_loss,val_loss,val_acc
1.3789690375328063,1.3733402013778686,0.225
1.344111728668213,1.3750962972640992,0.225
1.293380892276764,1.3164856553077697,0.3
1.1728020489215851,1.2264420628547668,0.3
1.1228356063365936,1.1475707173347474,0.425
1.0389109790325164,1.1881705045700073,0.325
1.0991503775119782,1.1321632027626038,0.4
1.0300991237163544,1.2070367217063904,0.35
0.9844443321228027,1.0015495061874389,0.45
0.91185662150383,0.9448096036911011,0.475
0.9023082375526428,0.9946395039558411,0.425
0.918560779094696,0.9891904830932617,0.525
0.8566085159778595,0.9011221408843995,0.475
0.8849031448364257,1.0189175844192504,0.525
0.8364555180072785,0.9584312677383423,0.55
0.8920254945755005,1.1388266921043395,0.55
0.9238125741481781,0.9550759315490722,0.6
0.9203444719314575,1.0353694796562194,0.425
0.8951970934867859,0.8766831934452057,0.45
0.8658036231994629,0.8938779532909393,0.65
0.8007409989833831,0.8608545422554016,0.725
0.8144883513450623,0.9498509407043457,0.525
0.8166175484657288,0.8568434834480285,0.675
0.7914759814739227,0.8330037117004394,0.65
0.7861061811447143,0.864386773109436,0.675
0.8522225677967071,0.8479889154434204,0.675
0.7664534032344819,0.9099363505840301,0.575
0.762708055973053,0.8747703075408936,0.7
0.7430229246616363,0.8360219955444336,0.675
0.744267275929451,0.7700387477874756,0.75
0.7940954566001892,0.8123915672302247,0.625
0.7548880100250244,0.8063100099563598,0.65
0.7699392437934875,0.9504051983356476,0.6
0.7628463923931121,1.0176742672920227,0.5
0.7694604158401489,0.7627288341522217,0.7
0.7193386435508728,0.7863722801208496,0.675
0.7224033892154693,0.7340438842773438,0.75
0.7326249241828918,0.752755093574524,0.8
0.734889280796051,0.7402486324310302,0.75
0.6971152007579804,0.7873772740364074,0.675
0.7019617259502411,0.7326018810272217,0.675
0.6766006469726562,0.7195158362388611,0.775
0.6804004162549973,0.7600101172924042,0.8
0.698960292339325,0.7785077691078186,0.7
0.7203913509845734,0.795834070444107,0.7
0.7074535369873047,0.8481265425682067,0.7
0.6816872835159302,0.8438040018081665,0.65
0.6956717491149902,0.8872659921646118,0.575
0.6717580318450928,0.772237503528595,0.725
0.7037506073713302,0.7121330857276916,0.775
0.6625019252300263,0.7070145606994629,0.775
0.6886407673358917,0.7991192460060119,0.675
0.6591940522193909,0.7487451791763305,0.75
0.6308680951595307,0.6876549839973449,0.85
0.6857421636581421,0.7784111499786377,0.7
0.6406264185905457,0.6680768132209778,0.75
0.6292335003614425,0.7271387994289398,0.8
0.6505957663059234,0.8190871834754944,0.675
0.6572705686092377,0.7368645548820496,0.7
0.6680488586425781,0.6920322895050048,0.725
0.7042558878660202,0.7304339528083801,0.75
0.6637793123722077,0.7691622853279114,0.75
0.6369424521923065,0.6800384044647216,0.775
0.6502416968345642,0.6936477541923523,0.725
0.6461068093776703,0.7789706707000732,0.725
0.6165490567684173,0.661638593673706,0.8
0.6110233306884766,0.7277531027793884,0.75
0.6396906733512878,0.7025608420372009,0.8
0.6369940638542175,0.6391559362411499,0.8
0.6332542210817337,0.678593373298645,0.75
0.6228495538234711,0.7004685401916504,0.675
0.6711058974266052,0.7410555601119995,0.725
0.626123121380806,0.6394570827484131,0.85
0.6371407330036163,0.6492835283279419,0.825
0.6559888899326325,0.6942682981491088,0.775
0.6122399389743804,0.7185860872268677,0.775
0.6372113823890686,0.7105460345745087,0.75
0.626830106973648,0.7011655926704407,0.775
0.595748782157898,0.6219784140586853,0.825
0.6191095381975174,0.7313274502754211,0.725
0.6078236401081085,0.641994696855545,0.775
0.6108980417251587,0.6512760818004608,0.825
0.6153295397758484,0.6754182338714599,0.725
0.5808018922805787,0.8454706192016601,0.675
0.5771024584770202,0.6543482959270477,0.825
0.6617246627807617,0.6898941099643707,0.775
0.6247242391109467,0.7062401413917542,0.75
0.6060822248458863,0.6890237390995025,0.775
0.6009532630443573,0.5932942748069763,0.875
0.5857285797595978,0.715702110528946,0.75
0.6256300628185272,0.759832227230072,0.725
0.631816777586937,0.6930485010147095,0.7
0.5883428573608398,0.6067089080810547,0.825
0.6125805020332337,0.6518880248069763,0.775
0.6185632169246673,0.6725543737411499,0.85
0.6195795953273773,0.70833500623703,0.75
0.5978052586317062,0.7373473465442657,0.8
0.6520426452159882,0.6759040117263794,0.8
0.5921862453222275,0.7170759916305542,0.8
0.5808707237243652,0.6608722329139709,0.825
